"Gender";"Country";"Age";"EmploymentStatus";"CurrentJobTitle";"LanguageRecommendation";"FormalEducation";"Major";"CompensationAmount";"CompensationCurrency";"TimeGatheringData";"TimeModelBuilding";"TimeProduction";"TimeVisualizing";"TimeFindingInsights";"TimeOtherSelect";"ExchangeRate"
"Male";"India";27;"Employed full-time";"Data Analyst";"Python";"Bachelor's degree";"Computer Science";280000;"INR";45;15;10;25;5;0;0,01562
"Male";"India";30;"Independent contractor, freelancer, or self-employed";"Software Developer/Software Engineer";"R";"Bachelor's degree";"Electrical Engineering";54000;"USD";60;10;0;30;0;0;1
"Male";"India";29;"Employed full-time";"Business Analyst";"R";"Bachelor's degree";"Information technology, networking, or system administration";1e+05;"INR";40;20;0;10;30;0;0,01562
"Non-binary, genderqueer, or gender non-conforming";"Finland";28;"Employed full-time";"Scientist/Researcher";"Python";"Master's degree";"Physics";24000;"EUR";90;0;0;10;0;0;1,195826
"Male";"India";27;"Employed full-time";"Predictive Modeler";"SQL";"Master's degree";"Electrical Engineering";1400000;"INR";20;35;15;10;20;0;0,01562
"Male";"India";26;"Employed full-time";"Data Analyst";"Python";"Bachelor's degree";"Computer Science";450000;"INR";20;20;20;20;20;0;0,01562
"Male";"Poland";21;"Employed full-time";"Data Scientist";"Python";"Bachelor's degree";"Computer Science";50000;"PLN";25;55;0;20;0;0;0,281104
"Male";"Germany";38;"Employed full-time";"DBA/Database Engineer";"Python";"Master's degree";"Management information systems";1e+05;"";55;20;5;15;5;0;NA
"Male";"India";30;"Employed full-time";"Software Developer/Software Engineer";"Python";"Master's degree";"";1e+06;"INR";60;30;10;0;0;0;0,01562
"Male";"India";29;"Employed full-time";"Software Developer/Software Engineer";"Python";"Bachelor's degree";"Information technology, networking, or system administration";780000;"INR";40;30;0;5;0;25;0,01562
"Male";"India";34;"Employed full-time";"Scientist/Researcher";"C/C++/C#";"Bachelor's degree";"Computer Science";1200000;"INR";50;30;10;10;0;0;0,01562
"Male";"Netherlands";25;"Employed full-time";"Data Analyst";"Python";"Master's degree";"";60000;"";30;40;10;10;10;0;NA
"Male";"India";27;"Employed full-time";"Other";"R";"Master's degree";"Engineering (non-computer focused)";1800000;"INR";20;20;20;20;20;0;0,01562
"Male";"Australia";33;"Employed full-time";"DBA/Database Engineer";"R";"Bachelor's degree";"Computer Science";88000;"AUD";50;0;0;5;5;40;0,80231
"Male";"Netherlands";56;"Employed part-time";"Software Developer/Software Engineer";"Python";"Some college/university study without earning a bachelor's degree";"Computer Science";70000;"";40;10;20;30;0;0;NA
"Male";"India";28;"Independent contractor, freelancer, or self-employed";"Programmer";"Python";"I did not complete any formal education past high school";"";2000;"USD";70;10;10;10;0;0;1
"Male";"United States";16;"Independent contractor, freelancer, or self-employed";"Data Scientist";"R";"Some college/university study without earning a bachelor's degree";"Mathematics or statistics";50000;"USD";0;50;45;5;0;0;1
"Female";"France";32;"Employed full-time";"Data Scientist";"R";"Doctoral degree";"Mathematics or statistics";43000;"EUR";40;20;0;20;20;0;1,195826
"Male";"United States";65;"Employed full-time";"Other";"R";"Doctoral degree";"Engineering (non-computer focused)";165000;"USD";40;30;0;10;20;0;1
"Male";"Netherlands";30;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Mathematics or statistics";45000;"";50;25;10;0;15;0;NA
"Male";"India";28;"Employed full-time";"Business Analyst";"Python";"Bachelor's degree";"Engineering (non-computer focused)";2e+06;"INR";40;10;5;15;30;0;0,01562
"Male";"Portugal";30;"Employed full-time";"Data Scientist";"R";"Doctoral degree";"Electrical Engineering";23000;"";55;15;10;10;10;0;NA
"Female";"People 's Republic of China";28;"Employed full-time";"Computer Scientist";"Python";"Master's degree";"Computer Science";3e+05;"CNY";20;30;0;20;30;0;0,153
"Male";"Russia";27;"Employed full-time";"Scientist/Researcher";"Python";"Master's degree";"Information technology, networking, or system administration";1400000;"RUB";20;15;5;5;15;40;0,017402
"Male";"Netherlands";25;"Independent contractor, freelancer, or self-employed";"Data Scientist";"Python";"Master's degree";"Computer Science";50000;"EUR";0;0;0;0;0;0;1,195826
"Male";"Netherlands";31;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Physics";50700;"EUR";65;5;0;15;15;0;1,195826
"Male";"Ukraine";27;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Computer Science";40000;"USD";40;20;15;15;10;0;1
"Male";"Ukraine";29;"Employed full-time";"Data Scientist";"R";"Master's degree";"Mathematics or statistics";40000;"UAH";70;4;0;20;6;0;0,038368
"Male";"Iran";31;"Employed part-time";"Scientist/Researcher";"Python";"Doctoral degree";"Electrical Engineering";500;"";20;50;5;10;15;0;NA
"Male";"United Kingdom";22;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Mathematics or statistics";25000;"GBP";5;50;10;25;10;0;1,324188
"Male";"France";29;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Mathematics or statistics";50000;"EUR";20;50;20;10;0;0;1,195826
"Male";"India";30;"Employed full-time";"Data Scientist";"R";"Master's degree";"Engineering (non-computer focused)";1600000;"INR";50;20;0;10;20;0;0,01562
"Male";"Russia";43;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Other";3600000;"RUB";5;60;30;5;0;0;0,017402
"Male";"United States";23;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Computer Science";110000;"USD";40;15;10;10;15;10;1
"Female";"Canada";45;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Mathematics or statistics";90000;"CAD";40;40;0;20;0;0;0,823688
"Female";"United States";49;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"A humanities discipline";330000;"USD";70;10;10;0;10;0;1
"Male";"United Kingdom";48;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Computer Science";70000;"GBP";80;5;0;5;10;0;1,324188
"Male";"Taiwan";23;"Employed full-time";"Machine Learning Engineer";"Python";"Bachelor's degree";"Electrical Engineering";30000;"USD";30;30;5;10;25;0;1
"Male";"South Africa";50;"Independent contractor, freelancer, or self-employed";"Software Developer/Software Engineer";"Python";"Bachelor's degree";"Computer Science";8e+05;"ZAR";30;50;5;10;5;0;0,077002
"Male";"Spain";42;"Employed full-time";"Programmer";"Python";"Master's degree";"Mathematics or statistics";31000;"EUR";40;30;10;20;0;0;1,195826
"Male";"Indonesia";34;"Employed full-time";"Other";"Python";"Master's degree";"Computer Science";69150000;"IDR";20;25;20;15;20;0;7,6e-05
"Male";"India";22;"Employed full-time";"Programmer";"Python";"Bachelor's degree";"Computer Science";550000;"INR";20;20;10;35;15;0;0,01562
"Male";"Ireland";24;"Employed full-time";"Engineer";"Python";"Master's degree";"Electrical Engineering";26000;"EUR";40;30;20;5;5;0;1,195826
"Male";"France";25;"Employed full-time";"Scientist/Researcher";"Python";"Master's degree";"Biology";54000;"CHF";35;20;0;10;35;0;1,043382
"Male";"Other";29;"Employed full-time";"Business Analyst";"Scala";"Master's degree";"Engineering (non-computer focused)";45000;"THB";20;30;30;10;10;0;0,030192
"Male";"Ireland";39;"Employed full-time";"Machine Learning Engineer";"Python";"Some college/university study without earning a bachelor's degree";"Computer Science";70000;"";5;25;40;10;0;20;NA
"Male";"United States";26;"Employed full-time";"Data Analyst";"R";"Bachelor's degree";"Physics";52500;"USD";25;10;0;50;15;0;1
"Male";"France";55;"Employed full-time";"Data Miner";"Python";"Doctoral degree";"Other";38000;"EUR";30;30;10;10;20;0;1,195826
"Male";"Israel";28;"Employed full-time";"Other";"Python";"Master's degree";"Computer Science";150000;"";40;25;25;10;0;0;NA
"Male";"India";27;"Employed full-time";"Data Scientist";"Python";"Bachelor's degree";"Information technology, networking, or system administration";3300000;"INR";50;20;10;10;5;5;0,01562
"Male";"Other";29;"Employed full-time";"Software Developer/Software Engineer";"Python";"Bachelor's degree";"Computer Science";6e+06;"KZT";40;25;20;10;5;0;0,002948
"Male";"France";25;"Employed full-time";"Data Scientist";"Scala";"Master's degree";"Mathematics or statistics";38000;"";30;20;30;10;10;0;NA
"Male";"Belgium";37;"Employed full-time";"Data Scientist";"R";"Master's degree";"Electrical Engineering";33000;"EUR";65;10;5;10;10;0;1,195826
"Male";"India";35;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Physics";1950000;"INR";50;30;10;5;5;0;0,01562
"Female";"New Zealand";41;"Employed full-time";"Data Analyst";"Python";"Master's degree";"Other";64000;"NZD";10;10;0;10;30;40;0,727801
"Male";"United States";27;"Employed part-time";"Data Scientist";"Python";"Master's degree";"Computer Science";110000;"USD";60;15;0;15;10;0;1
"Male";"Netherlands";23;"Employed part-time";"Researcher";"Python";"Master's degree";"Psychology";0;"EUR";50;0;0;20;30;0;1,195826
"Male";"India";49;"Employed full-time";"Data Scientist";"R";"Master's degree";"Mathematics or statistics";3e+06;"INR";10;60;20;5;5;0;0,01562
"Male";"Malaysia";32;"Employed full-time";"DBA/Database Engineer";"Python";"Bachelor's degree";"Management information systems";30000;"";40;0;0;30;30;0;NA
"Male";"India";32;"Employed full-time";"Machine Learning Engineer";"Python";"Bachelor's degree";"Computer Science";2100000;"INR";35;30;10;5;20;0;0,01562
"Male";"South Africa";27;"Employed full-time";"Data Scientist";"Python";"Bachelor's degree";"Electrical Engineering";37000;"ZAR";60;15;5;10;10;0;0,077002
"Male";"India";25;"Employed full-time";"Data Analyst";"Python";"Bachelor's degree";"Electrical Engineering";1200000;"INR";80;5;2;10;3;0;0,01562
"Male";"Belgium";37;"Independent contractor, freelancer, or self-employed";"Business Analyst";"Python";"Master's degree";"Information technology, networking, or system administration";150000;"";40;20;20;10;10;0;NA
"Male";"Israel";35;"Employed part-time";"Scientist/Researcher";"R";"Master's degree";"Other";75000;"USD";10;70;0;10;10;0;1
"Male";"India";24;"Employed full-time";"Data Scientist";"Python";"Bachelor's degree";"Computer Science";6e+05;"INR";60;20;10;0;10;0;0,01562
"Male";"Sweden";42;"Independent contractor, freelancer, or self-employed";"Other";"Python";"Bachelor's degree";"Electrical Engineering";384000;"SEK";10;0;0;0;0;90;0,125204
"Male";"United Kingdom";26;"Employed full-time";"DBA/Database Engineer";"SQL";"Bachelor's degree";"Computer Science";42000;"GBP";6;2;1;1;0;90;1,324188
"Male";"India";29;"Employed full-time";"Data Analyst";"R";"Bachelor's degree";"Engineering (non-computer focused)";1900000;"INR";20;20;10;40;10;0;0,01562
"Male";"Italy";53;"Employed full-time";"Machine Learning Engineer";"Python";"Doctoral degree";"Physics";30000;"EUR";20;50;10;10;10;0;1,195826
"Male";"Pakistan";26;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Computer Science";52480;"PKR";15;30;30;15;10;0;0,009476
"Male";"Spain";40;"Employed full-time";"Other";"Python";"Master's degree";"Physics";65000;"EUR";25;30;10;10;15;10;1,195826
"Male";"South Africa";28;"Employed full-time";"Data Analyst";"Python";"Master's degree";"Management information systems";6e+05;"ZAR";80;2;0;15;3;0;0,077002
"Male";"Finland";41;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Physics";55000;"USD";70;10;5;10;5;0;1
"Male";"Taiwan";24;"Employed part-time";"Researcher";"Python";"Master's degree";"Computer Science";2400;"USD";20;40;0;10;30;0;1
"Male";"India";24;"Employed full-time";"Machine Learning Engineer";"R";"Bachelor's degree";"Electrical Engineering";510000;"INR";50;20;5;10;15;0;0,01562
"Male";"India";23;"Employed full-time";"Data Scientist";"Python";"Bachelor's degree";"Computer Science";1e+06;"INR";30;30;40;0;0;0;0,01562
"Male";"Germany";47;"Employed full-time";"Statistician";"R";"Doctoral degree";"";120000;"EUR";40;10;5;20;25;0;1,195826
"Male";"United Kingdom";30;"Employed full-time";"Machine Learning Engineer";"Python";"Master's degree";"A humanities discipline";70000;"GBP";15;55;10;10;10;0;1,324188
"Male";"India";22;"Employed full-time";"Machine Learning Engineer";"Python";"Some college/university study without earning a bachelor's degree";"Computer Science";504000;"INR";10;60;15;10;5;0;0,01562
"Male";"Germany";28;"Employed full-time";"Scientist/Researcher";"Python";"Master's degree";"Management information systems";45000;"EUR";50;15;5;20;10;0;1,195826
"Male";"Ukraine";20;"Employed full-time";"Software Developer/Software Engineer";"Python";"I did not complete any formal education past high school";"";6700;"";0;70;0;30;0;0;NA
"Male";"Taiwan";29;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Engineering (non-computer focused)";910000;"TWD";30;15;20;15;20;0;0,033304
"Male";"Spain";59;"Independent contractor, freelancer, or self-employed";"Data Scientist";"Python";"Doctoral degree";"Other";65000;"EUR";25;20;30;20;5;0;1,195826
"Female";"Ireland";40;"Employed full-time";"Data Scientist";"Python";"Bachelor's degree";"A social science";40000;"EUR";70;10;5;10;5;0;1,195826
"Male";"France";25;"Employed full-time";"Data Scientist";"Scala";"Master's degree";"Engineering (non-computer focused)";45000;"EUR";60;10;20;5;5;0;1,195826
"Male";"Spain";35;"Employed full-time";"Researcher";"C/C++/C#";"Doctoral degree";"Other";40000;"EUR";5;80;5;5;5;0;1,195826
"Male";"Russia";31;"Employed full-time";"Data Analyst";"Python";"Master's degree";"Mathematics or statistics";1100;"USD";20;20;20;20;20;0;1
"Male";"United States";39;"Employed full-time";"Data Analyst";"R";"Master's degree";"A social science";1e+05;"";30;10;10;20;30;0;NA
"Male";"Hungary";30;"Employed full-time";"Data Analyst";"R";"Master's degree";"A social science";3840000;"HUF";50;5;5;20;20;0;0,003896
"Male";"United Kingdom";35;"Employed full-time";"Software Developer/Software Engineer";"SQL";"Bachelor's degree";"Electrical Engineering";50000;"GBP";20;50;5;10;15;0;1,324188
"Male";"United States";24;"Employed full-time";"Software Developer/Software Engineer";"R";"Bachelor's degree";"Mathematics or statistics";75000;"USD";60;5;20;10;5;0;1
"Male";"Russia";27;"Employed full-time";"Software Developer/Software Engineer";"Python";"Professional degree";"";1820000;"RUB";10;30;30;10;20;0;0,017402
"Male";"United Kingdom";24;"Employed full-time";"Data Scientist";"R";"Master's degree";"";50000;"GBP";40;35;5;15;5;0;1,324188
"Male";"Belgium";32;"Employed full-time";"Scientist/Researcher";"Python";"Master's degree";"Computer Science";8000;"EUR";20;20;10;20;30;0;1,195826
"Male";"Russia";22;"Employed full-time";"Predictive Modeler";"Python";"Bachelor's degree";"Computer Science";30000;"RUB";50;20;5;5;20;0;0,017402
"Male";"India";27;"Employed full-time";"Business Analyst";"Python";"Bachelor's degree";"Computer Science";1150000;"INR";20;0;0;40;40;0;0,01562
"Male";"Spain";27;"Employed full-time";"Data Scientist";"";"Master's degree";"Engineering (non-computer focused)";35000;"EUR";25;20;10;25;20;0;1,195826
"Male";"Netherlands";48;"Independent contractor, freelancer, or self-employed";"Data Scientist";"Python";"Master's degree";"Mathematics or statistics";85000;"EUR";50;20;10;10;10;0;1,195826
"Male";"Canada";26;"Employed full-time";"Data Scientist";"Python";"Bachelor's degree";"Computer Science";160000;"USD";40;5;5;30;20;0;1
"Male";"Denmark";38;"Employed full-time";"Scientist/Researcher";"R";"Doctoral degree";"Management information systems";80000;"EUR";50;20;0;10;20;0;1,195826
"Male";"Germany";44;"Employed full-time";"Software Developer/Software Engineer";"Python";"I did not complete any formal education past high school";"";150000;"EUR";90;3;2;4;1;0;1,195826
"Male";"India";26;"Employed full-time";"Software Developer/Software Engineer";"Python";"Bachelor's degree";"Computer Science";720000;"INR";10;5;5;10;20;50;0,01562
"Male";"United States";25;"Employed full-time";"Software Developer/Software Engineer";"R";"Bachelor's degree";"Other";144;"";10;19;50;20;1;0;NA
"Male";"Singapore";30;"Employed full-time";"Software Developer/Software Engineer";"Python";"Bachelor's degree";"Mathematics or statistics";78300;"SGD";40;10;30;10;10;0;0,742589
"Male";"India";55;"Employed full-time";"Programmer";"Other";"I did not complete any formal education past high school";"";0;"INR";0;20;10;20;50;0;0,01562
"Male";"India";22;"Employed full-time";"Software Developer/Software Engineer";"R";"Bachelor's degree";"Computer Science";310000;"INR";30;20;20;10;20;0;0,01562
"Male";"Other";29;"Employed full-time";"Researcher";"Python";"Master's degree";"Electrical Engineering";42000;"EUR";30;70;0;0;0;0;1,195826
"Male";"Netherlands";34;"Employed full-time";"Software Developer/Software Engineer";"Python";"Master's degree";"Information technology, networking, or system administration";96000;"EUR";0;0;100;0;0;0;1,195826
"Male";"India";26;"Employed full-time";"Software Developer/Software Engineer";"Python";"Bachelor's degree";"Computer Science";1200000;"INR";30;30;20;10;10;0;0,01562
"Male";"United States";27;"Employed full-time";"Software Developer/Software Engineer";"Python";"Bachelor's degree";"Computer Science";88500;"USD";10;5;0;5;0;80;1
"Male";"Pakistan";27;"Employed full-time";"Software Developer/Software Engineer";"Python";"Master's degree";"Computer Science";15000;"USD";20;60;5;10;5;0;1
"Male";"India";28;"Employed full-time";"Data Analyst";"Python";"Bachelor's degree";"Computer Science";3e+05;"INR";30;25;40;5;0;0;0,01562
"Male";"India";29;"Employed full-time";"Other";"Python";"Bachelor's degree";"Engineering (non-computer focused)";4e+06;"INR";35;10;2;13;40;0;0,01562
"Male";"Norway";37;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Computer Science";9e+05;"NOK";20;55;0;5;20;0;0,127502
"Male";"France";30;"Employed full-time";"Machine Learning Engineer";"Matlab";"Doctoral degree";"Engineering (non-computer focused)";68000;"EUR";50;10;20;5;15;0;1,195826
"Male";"Iran";21;"Independent contractor, freelancer, or self-employed";"Scientist/Researcher";"Python";"Bachelor's degree";"Computer Science";1,2e+07;"IRR";5;80;5;9;1;0;3e-05
"Male";"Russia";29;"Employed full-time";"Other";"R";"Master's degree";"Computer Science";52000;"USD";10;50;5;10;15;10;1
"Female";"South Africa";25;"Employed full-time";"Researcher";"Python";"Bachelor's degree";"Mathematics or statistics";472000;"ZAR";40;30;0;20;10;0;0,077002
"Female";"Belarus";22;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Mathematics or statistics";10800;"USD";70;10;10;5;5;0;1
"Male";"Finland";38;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Information technology, networking, or system administration";80000;"EUR";30;20;20;20;10;0;1,195826
"Male";"France";35;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Mathematics or statistics";50000;"EUR";25;25;25;0;25;0;1,195826
"Male";"Sweden";42;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Computer Science";2e+05;"";40;15;35;5;5;0;NA
"Male";"Nigeria";28;"Employed full-time";"Data Analyst";"Python";"Master's degree";"A social science";1e+05;"NGN";30;0;5;60;5;0;0,002788
"Male";"Denmark";34;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Physics";6e+05;"DKK";70;5;5;10;10;0;0,16073
"Female";"Italy";27;"Employed full-time";"Data Analyst";"R";"Master's degree";"Mathematics or statistics";34000;"EUR";40;30;0;20;10;0;1,195826
"Male";"Ireland";32;"Employed full-time";"Data Scientist";"R";"Master's degree";"";110000;"EUR";60;4;1;15;20;0;1,195826
"Male";"Ukraine";23;"Employed full-time";"Data Analyst";"R";"Bachelor's degree";"Physics";650;"EUR";20;15;20;20;25;0;1,195826
"Male";"United Kingdom";32;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Mathematics or statistics";65000;"GBP";20;20;10;10;20;20;1,324188
"Male";"France";30;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Computer Science";50000;"EUR";50;10;10;20;10;0;1,195826
"Male";"Sweden";50;"Employed full-time";"Scientist/Researcher";"Python";"Doctoral degree";"Physics";7e+05;"SEK";40;40;5;5;10;0;0,125204
"Male";"Japan";59;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Engineering (non-computer focused)";6e+06;"JPY";35;20;5;20;20;0;0,009108
"Male";"India";24;"Employed full-time";"Data Scientist";"R";"Master's degree";"A social science";750000;"INR";30;30;0;20;20;0;0,01562
"Male";"Germany";32;"Employed full-time";"Scientist/Researcher";"R";"Doctoral degree";"Mathematics or statistics";15000;"EUR";20;40;20;10;10;0;1,195826
"Male";"United States";32;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Physics";155000;"USD";5;15;5;25;50;0;1
"Male";"Other";23;"Employed part-time";"Software Developer/Software Engineer";"Python";"Some college/university study without earning a bachelor's degree";"Computer Science";4800;"EUR";50;30;1;14;5;0;1,195826
"Male";"Netherlands";30;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Physics";65000;"EUR";30;20;10;20;20;0;1,195826
"Male";"South Africa";31;"Employed full-time";"Scientist/Researcher";"Python";"Doctoral degree";"Electrical Engineering";550000;"ZAR";10;20;0;15;15;40;0,077002
"Male";"India";26;"Employed full-time";"Machine Learning Engineer";"Python";"Bachelor's degree";"Electrical Engineering";1400000;"INR";10;60;10;10;10;0;0,01562
"Male";"Belgium";35;"Employed full-time";"Computer Scientist";"Matlab";"Master's degree";"Computer Science";48000;"EUR";80;0;0;20;0;0;1,195826
"Male";"India";27;"Employed full-time";"Engineer";"Python";"Master's degree";"Engineering (non-computer focused)";8e+05;"INR";30;30;0;30;10;0;0,01562
"Female";"Italy";25;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Physics";1000;"EUR";0;0;0;0;80;0;1,195826
"Male";"Germany";43;"Employed full-time";"Other";"Python";"Doctoral degree";"Computer Science";170000;"EUR";50;15;15;10;10;0;1,195826
"Male";"Singapore";25;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Management information systems";65000;"SGD";20;10;50;20;0;0;0,742589
"Male";"Greece";45;"Employed full-time";"Other";"Java";"Doctoral degree";"Computer Science";91500;"EUR";50;5;5;5;10;25;1,195826
"Male";"Singapore";33;"Employed full-time";"Computer Scientist";"C/C++/C#";"Doctoral degree";"Computer Science";80000;"SGD";30;20;40;5;5;0;0,742589
"Male";"Spain";29;"Employed full-time";"Data Scientist";"Matlab";"Doctoral degree";"Engineering (non-computer focused)";25000;"EUR";15;55;10;10;10;0;1,195826
"Male";"Germany";24;"Independent contractor, freelancer, or self-employed";"Data Scientist";"Python";"Master's degree";"Computer Science";30000;"";60;20;10;5;5;0;NA
"Male";"Russia";24;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Computer Science";1800000;"RUB";20;25;15;15;25;0;0,017402
"Male";"Other";33;"Employed full-time";"Scientist/Researcher";"Python";"Doctoral degree";"Physics";38000;"EUR";5;15;0;25;55;0;1,195826
"Male";"Denmark";30;"Employed full-time";"Business Analyst";"R";"Master's degree";"";450000;"DKK";50;20;0;10;20;0;0,16073
"Male";"Italy";26;"Employed full-time";"Other";"R";"Doctoral degree";"";12000;"EUR";0;NA;0;0;0;100;1,195826
"Female";"Other";29;"Employed full-time";"Scientist/Researcher";"Python";"Master's degree";"Engineering (non-computer focused)";34500;"EUR";30;15;5;25;25;0;1,195826
"Male";"Switzerland";25;"Independent contractor, freelancer, or self-employed";"Scientist/Researcher";"Python";"Bachelor's degree";"Physics";0;"CHF";50;20;2;13;15;0;1,043382
"Male";"Other";28;"Employed full-time";"Software Developer/Software Engineer";"Python";"Master's degree";"Computer Science";558000;"THB";10;40;0;20;30;0;0,030192
"Male";"France";39;"Independent contractor, freelancer, or self-employed";"Software Developer/Software Engineer";"Python";"Professional degree";"";55000;"EUR";70;0;20;10;0;0;1,195826
"Male";"Czech Republic";25;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Computer Science";288000;"CZK";60;5;20;5;10;0;0,04582
"Female";"Israel";31;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Computer Science";40000;"USD";50;15;0;20;15;0;1
"Male";"France";25;"Employed full-time";"Machine Learning Engineer";"Python";"Master's degree";"Computer Science";37000;"";20;30;10;20;20;0;NA
"Male";"Italy";26;"Employed full-time";"Engineer";"Python";"Master's degree";"Engineering (non-computer focused)";12000;"EUR";15;35;25;10;15;0;1,195826
"Male";"Germany";33;"Employed full-time";"Data Scientist";"R";"Doctoral degree";"A social science";60000;"EUR";70;10;0;10;10;0;1,195826
"Male";"Other";34;"Employed full-time";"Data Scientist";"Python";"Some college/university study without earning a bachelor's degree";"Computer Science";80000;"LKR";25;25;15;10;25;0;0,006536
"Male";"Germany";33;"Employed full-time";"Researcher";"Python";"Doctoral degree";"Computer Science";28000;"EUR";50;20;0;20;10;0;1,195826
"Male";"Other";27;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Physics";260000;"AED";30;35;10;10;15;0;0,272256
"Male";"Sweden";42;"Employed full-time";"Software Developer/Software Engineer";"Python";"Master's degree";"Computer Science";498000;"SEK";30;20;20;20;10;0;0,125204
"Male";"India";37;"Employed full-time";"Business Analyst";"SQL";"Bachelor's degree";"Mathematics or statistics";1624400;"INR";40;10;0;20;30;0;0,01562
"Female";"Singapore";25;"Employed full-time";"Business Analyst";"Python";"Bachelor's degree";"Mathematics or statistics";55000;"SDG";10;30;10;10;40;0;0,149504
"Male";"People 's Republic of China";34;"Employed full-time";"Data Analyst";"Python";"Master's degree";"Management information systems";190000;"CNY";40;20;20;20;0;0;0,153
"Male";"Egypt";48;"Employed full-time";"Engineer";"Scala";"Master's degree";"Information technology, networking, or system administration";12000;"USD";20;20;20;20;20;0;1
"Male";"United States";36;"Employed full-time";"Engineer";"R";"Master's degree";"Electrical Engineering";122000;"USD";20;20;20;30;10;0;1
"Male";"Pakistan";25;"Employed part-time";"Programmer";"R";"Bachelor's degree";"Computer Science";50000;"PKR";10;30;40;10;10;0;0,009476
"Male";"France";27;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Electrical Engineering";65000;"EUR";25;40;5;10;20;0;1,195826
"Male";"Taiwan";25;"Independent contractor, freelancer, or self-employed";"Computer Scientist";"";"Master's degree";"Computer Science";0;"TWD";50;10;20;5;15;0;0,033304
"Male";"India";26;"Employed full-time";"Data Analyst";"Python";"Master's degree";"Mathematics or statistics";7e+05;"INR";30;30;0;20;20;0;0,01562
"Male";"Poland";25;"Independent contractor, freelancer, or self-employed";"Data Scientist";"";"Bachelor's degree";"Computer Science";1e+05;"AFN";100;0;0;0;0;0;0,01457
"Female";"Germany";33;"Employed full-time";"Data Scientist";"R";"Master's degree";"A social science";120000;"USD";60;20;5;10;5;0;1
"Male";"Poland";25;"Employed full-time";"Data Scientist";"R";"Master's degree";"Mathematics or statistics";1e+05;"PLN";50;15;5;15;15;0;0,281104
"Male";"United Kingdom";32;"Employed full-time";"Scientist/Researcher";"Python";"Doctoral degree";"Physics";30000;"";10;20;60;5;5;0;NA
"Male";"Taiwan";27;"Employed full-time";"Programmer";"Python";"Master's degree";"Computer Science";8e+05;"TWD";40;30;10;10;10;0;0,033304
"Male";"Italy";33;"Employed full-time";"Data Scientist";"Scala";"Bachelor's degree";"Information technology, networking, or system administration";42;"EUR";40;20;10;10;20;0;1,195826
"Male";"Russia";18;"Independent contractor, freelancer, or self-employed";"Software Developer/Software Engineer";"Python";"I did not complete any formal education past high school";"";40000;"USD";40;10;10;20;20;0;1
"Male";"Turkey";28;"Employed full-time";"Data Scientist";"R";"Master's degree";"Engineering (non-computer focused)";84000;"TRY";65;15;5;10;5;0;0,29178
"Male";"India";37;"Employed full-time";"Other";"";"Doctoral degree";"Computer Science";1e+05;"INR";10;20;30;5;20;15;0,01562
"Male";"Switzerland";34;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Other";140000;"CHF";80;5;5;5;5;0;1,043382
"Male";"Spain";46;"Employed full-time";"Data Analyst";"R";"Master's degree";"Electrical Engineering";75000;"";0;40;0;30;40;0;NA
"Male";"South Africa";27;"Employed full-time";"Software Developer/Software Engineer";"Python";"Bachelor's degree";"Computer Science";430000;"ZAR";15;40;15;15;15;0;0,077002
"Male";"Netherlands";26;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Computer Science";62000;"EUR";20;50;20;0;10;0;1,195826
"Male";"Australia";32;"Employed part-time";"Data Scientist";"Python";"Bachelor's degree";"Computer Science";90;"AUD";20;20;35;20;5;0;0,80231
